3180|HP\hp-pc|crashpad_handler.exe|1.1328125
3220|HP\hp-pc|SynciosDeviceService.exe|4.83984375
3372||EMON.EXE|7.5625
3384|HP\hp-pc|GoogleDriveFS.exe|12.4765625
3544|HP\hp-pc|iexplore.exe|12.41796875
3548||WmiPrvSE.exe|5.5078125
3564||WUDFHost.exe|22.69140625
3584||WmiPrvSE.exe|6.12890625
3588|HP\hp-pc|PROCES~2.EXE|8.265625
3636|HP\hp-pc|OPBHOBrokerDsktop.exe|2.28125
3800||GoogleCrashHandler.exe|1.328125
3848|HP\hp-pc|iexplore.exe|71.48828125
3868||svchost.exe|0.8671875
3992||LMS.exe|3.703125
3996||HPSupportSolutionsFrameworkService.exe|29.3046875
4044|HP\hp-pc|chrome.exe|28.36328125
4236|HP\hp-pc|CoolSense.exe|1.8828125
4244||hpqwmiex.exe|1.56640625
4248|HP\hp-pc|YouCamService.exe|3.828125
4388|HP\hp-pc|concentr.exe|9.28125
4400|HP\hp-pc|chrome.exe|19.6796875
4416||opvapp.exe|1.86328125
4424|HP\hp-pc|igfxEM.exe|3.2421875
4428||WUDFHost.exe|1.6796875
4496|HP\hp-pc|igfxHK.exe|1.8828125
4508|HP\hp-pc|GoogleDriveFS.exe|24.80859375
4520|HP\hp-pc|nvtray.exe|3.2109375
4632|HP\hp-pc|SynTPHelper.exe|0.76953125
4708|HP\hp-pc|NvBackend.exe|8.9609375
4760|HP\hp-pc|HPMSGSVC.exe|1.49609375
4800|HP\hp-pc|jucheck.exe|3.73828125
4924||SearchIndexer.exe|31.84375
5004|HP\hp-pc|OPBHOBroker.exe|2.1640625
5192|HP\hp-pc|jusched.exe|3.828125
5276|HP\hp-pc|androidnotifier.exe|1.22265625
5372|HP\hp-pc|AuthManSvr.exe|5.33203125
5388|HP\hp-pc|python.exe|135.0390625
5552|HP\hp-pc|pycharm64.exe|1187.46875
5668|HP\hp-pc|Receiver.exe|10.4140625
5724|HP\hp-pc|NPAV4.EXE|9.23046875
5772|HP\hp-pc|adb.exe|1.70703125
6044|HP\hp-pc|wfcrun32.exe|4.40234375
6212|HP\hp-pc|Zoom.exe|104.82421875
6316|HP\hp-pc|SettingSyncHost.exe|12.0234375
6384||APCONSVC.EXE|8.109375
6428|HP\hp-pc|crashpad_handler.exe|1.19140625
6524|HP\hp-pc|GoogleDriveFS.exe|11.4921875
6556||ZVMonNt.exe|26.86328125
6568|HP\hp-pc|chrome.exe|101.4765625
6688|HP\hp-pc|GoogleDriveFS.exe|12.38671875
6740|HP\hp-pc|chrome.exe|1.8046875
6776|HP\hp-pc|GoogleDriveFS.exe|18.22265625
6812|HP\hp-pc|conhost.exe|1.07421875
6884|HP\hp-pc|unsecapp.exe|2.03515625
6976|HP\hp-pc|GoogleDriveFS.exe|29.953125
7104|HP\hp-pc|chrome.exe|31.1796875
7216|HP\hp-pc|conhost.exe|1.12109375
7256|HP\hp-pc|GZIP.EXE|0.85546875
7328||taskhost.exe|12.83203125
7528|HP\hp-pc|chrome.exe|15.28125
7536|HP\hp-pc|cmd.exe|1.55859375
7612|HP\hp-pc|NPDATABKP.EXE|2.7734375
7616|HP\hp-pc|chrome.exe|7.6484375
7620|HP\hp-pc|chrome.exe|24.109375
7624|HP\hp-pc|ZVMOUNT.EXE|2.4765625
7784|HP\hp-pc|chrome.exe|20.19921875
7808|HP\hp-pc|chrome.exe|42.99609375
8040||audiodg.exe|30.42578125
8200||NPAVIDS.EXE|4.37109375
8952|HP\hp-pc|chrome.exe|28.6328125
9116|HP\hp-pc|chrome.exe|31.8671875
9316|HP\hp-pc|chrome.exe|13.1953125
9900|HP\hp-pc|fsnotifier.exe|0.38671875
9912|HP\hp-pc|conhost.exe|0.77734375
